#Fusion Locus Fused/NoFused Arm Telomere Terminal/InternalTEL GenDistToTEL DisplacementFromNEwrtWT
LC_IV_XV_V_VII_cen4 chr4_66_624000_633600 Recipient armR CENTR4 InternalTEL 180800 -2.43
LC_IV_XV_V_VII_cen4 chr4_67_633600_643200 Recipient armR CENTR4 InternalTEL 190400 -2.66
LC_IV_XV_V_VII_cen4 chr4_68_643200_652800 Recipient armR CENTR4 InternalTEL 200000 -2.238
LC_IV_XV_V_VII_cen4 chr4_69_652800_662400 Recipient armR CENTR4 InternalTEL 209600 -2.088
LC_IV_XV_V_VII_cen4 chr4_70_662400_672000 Recipient armR CENTR4 InternalTEL 219200 -3.27
LC_IV_XV_V_VII_cen4 chr4_71_672000_681600 Recipient armR CENTR4 InternalTEL 228800 -4.296
LC_IV_XV_V_VII_cen4 chr4_72_681600_691200 Recipient armR CENTR4 InternalTEL 238400 -4.673
LC_IV_XV_V_VII_cen4 chr4_73_691200_700800 Recipient armR CENTR4 InternalTEL 248000 -4.351
LC_IV_XV_V_VII_cen4 chr4_74_700800_710400 Recipient armR CENTR4 InternalTEL 257600 -5.239
LC_IV_XV_V_VII_cen4 chr4_75_710400_720000 Recipient armR CENTR4 InternalTEL 267200 -6.034
LC_IV_XV_V_VII_cen4 chr4_76_720000_729600 Recipient armR CENTR4 InternalTEL 276800 -6.784
LC_IV_XV_V_VII_cen4 chr4_77_729600_739200 Recipient armR CENTR4 InternalTEL 286400 -6.796
LC_IV_XV_V_VII_cen4 chr4_78_739200_748800 Recipient armR CENTR4 InternalTEL 296000 -6.79
LC_IV_XV_V_VII_cen4 chr4_79_748800_758400 Recipient armR CENTR4 InternalTEL 305600 -6.741
LC_IV_XV_V_VII_cen4 chr4_80_758400_768000 Recipient armR CENTR4 InternalTEL 315200 -5.984
LC_IV_XV_V_VII_cen4 chr4_81_768000_777600 Recipient armR CENTR4 InternalTEL 324800 -5.186
LC_IV_XV_V_VII_cen4 chr4_82_777600_787200 Recipient armR CENTR4 InternalTEL 334400 -4.604
LC_IV_XV_V_VII_cen4 chr4_83_787200_796800 Recipient armR CENTR4 InternalTEL 344000 -4.406
LC_IV_XV_V_VII_cen4 chr4_84_796800_806400 Recipient armR CENTR4 InternalTEL 353600 -4.757
LC_IV_XV_V_VII_cen4 chr4_85_806400_816000 Recipient armR CENTR4 InternalTEL 363200 -5.433
LC_IV_XV_V_VII_cen4 chr4_86_816000_825600 Recipient armR CENTR4 InternalTEL 372800 -6.831
LC_IV_XV_V_VII_cen4 chr4_87_825600_835200 Recipient armR CENTR4 InternalTEL 382400 -7.622
LC_IV_XV_V_VII_cen4 chr4_88_835200_844800 Recipient armR CENTR4 InternalTEL 392000 -7.779
LC_IV_XV_V_VII_cen4 chr4_89_844800_854400 Recipient armR CENTR4 InternalTEL 401600 -7.245
LC_IV_XV_V_VII_cen4 chr4_90_854400_864000 Recipient armR CENTR4 InternalTEL 411200 -6.266
LC_IV_XV_V_VII_cen4 chr4_91_864000_873600 Recipient armR CENTR4 InternalTEL 420800 -6.316
LC_IV_XV_V_VII_cen4 chr4_92_873600_883200 Recipient armR CENTR4 InternalTEL 430400 -6.941
LC_IV_XV_V_VII_cen4 chr4_93_883200_892800 Recipient armR CENTR4 InternalTEL 440000 -7.388
LC_IV_XV_V_VII_cen4 chr4_94_892800_902400 Recipient armR CENTR4 InternalTEL 449600 -8.299
LC_IV_XV_V_VII_cen4 chr4_95_902400_912000 Recipient armR CENTR4 InternalTEL 459200 -9.203
LC_IV_XV_V_VII_cen4 chr4_96_912000_921600 Recipient armR CENTR4 InternalTEL 468800 -9.495
LC_IV_XV_V_VII_cen4 chr4_97_921600_931200 Recipient armR CENTR4 InternalTEL 478400 -9.955
LC_IV_XV_V_VII_cen4 chr4_98_931200_940800 Recipient armR CENTR4 InternalTEL 488000 -9.953
LC_IV_XV_V_VII_cen4 chr4_99_940800_950400 Recipient armR CENTR4 InternalTEL 497600 -9.816
LC_IV_XV_V_VII_cen4 chr4_100_950400_960000 Recipient armR CENTR4 InternalTEL 507200 -9.214
LC_IV_XV_V_VII_cen4 chr4_101_960000_969600 Recipient armR CENTR4 InternalTEL 516800 -8.228
LC_IV_XV_V_VII_cen4 chr4_102_969600_979200 Recipient armR CENTR4 InternalTEL 526400 -7.747
LC_IV_XV_V_VII_cen4 chr4_103_979200_988800 Recipient armR CENTR4 InternalTEL 536000 -7.496
LC_IV_XV_V_VII_cen4 chr4_104_988800_998400 Recipient armR TELR4 InternalTEL 542400 -6.849
LC_IV_XV_V_VII_cen4 chr4_105_998400_1008000 Recipient armR TELR4 InternalTEL 532800 -6.592
LC_IV_XV_V_VII_cen4 chr4_106_1008000_1017600 Recipient armR TELR4 InternalTEL 523200 -6.954
LC_IV_XV_V_VII_cen4 chr4_107_1017600_1027200 Recipient armR TELR4 InternalTEL 513600 -6.965
LC_IV_XV_V_VII_cen4 chr4_108_1027200_1036800 Recipient armR TELR4 InternalTEL 504000 -6.46
LC_IV_XV_V_VII_cen4 chr4_109_1036800_1046400 Recipient armR TELR4 InternalTEL 494400 -6.034
LC_IV_XV_V_VII_cen4 chr4_110_1046400_1056000 Recipient armR TELR4 InternalTEL 484800 -5.979
LC_IV_XV_V_VII_cen4 chr4_111_1056000_1065600 Recipient armR TELR4 InternalTEL 475200 -5.716
LC_IV_XV_V_VII_cen4 chr4_112_1065600_1075200 Recipient armR TELR4 InternalTEL 465600 -4.77
LC_IV_XV_V_VII_cen4 chr4_113_1075200_1084800 Recipient armR TELR4 InternalTEL 456000 -3.543
LC_IV_XV_V_VII_cen4 chr4_114_1084800_1094400 Recipient armR TELR4 InternalTEL 446400 -3.048
LC_IV_XV_V_VII_cen4 chr4_115_1094400_1104000 Recipient armR TELR4 InternalTEL 436800 -2.889
LC_IV_XV_V_VII_cen4 chr4_116_1104000_1113600 Recipient armR TELR4 InternalTEL 427200 -2.746
LC_IV_XV_V_VII_cen4 chr4_117_1113600_1123200 Recipient armR TELR4 InternalTEL 417600 -2.395
LC_IV_XV_V_VII_cen4 chr4_118_1123200_1132800 Recipient armR TELR4 InternalTEL 408000 -1.771
LC_IV_XV_V_VII_cen4 chr4_119_1132800_1142400 Recipient armR TELR4 InternalTEL 398400 -0.974
LC_IV_XV_V_VII_cen4 chr4_120_1142400_1152000 Recipient armR TELR4 InternalTEL 388800 -0.007
LC_IV_XV_V_VII_cen4 chr4_121_1152000_1161600 Recipient armR TELR4 InternalTEL 379200 0.886
LC_IV_XV_V_VII_cen4 chr4_122_1161600_1171200 Recipient armR TELR4 InternalTEL 369600 1.601
LC_IV_XV_V_VII_cen4 chr4_123_1171200_1180800 Recipient armR TELR4 InternalTEL 360000 2.403
LC_IV_XV_V_VII_cen4 chr4_124_1180800_1190400 Recipient armR TELR4 InternalTEL 350400 3.013
LC_IV_XV_V_VII_cen4 chr4_125_1190400_1200000 Recipient armR TELR4 InternalTEL 340800 3.348
LC_IV_XV_V_VII_cen4 chr4_126_1200000_1209600 Recipient armR TELR4 InternalTEL 331200 4.496
LC_IV_XV_V_VII_cen4 chr4_127_1209600_1219200 Recipient armR TELR4 InternalTEL 321600 5.788
LC_IV_XV_V_VII_cen4 chr4_128_1219200_1228800 Recipient armR TELR4 InternalTEL 312000 7.435
LC_IV_XV_V_VII_cen4 chr4_129_1228800_1238400 Recipient armR TELR4 InternalTEL 302400 9.512
LC_IV_XV_V_VII_cen4 chr4_130_1238400_1248000 Recipient armR TELR4 InternalTEL 292800 11.634
LC_IV_XV_V_VII_cen4 chr4_131_1248000_1257600 Recipient armR TELR4 InternalTEL 283200 13.384
LC_IV_XV_V_VII_cen4 chr4_132_1257600_1267200 Recipient armR TELR4 InternalTEL 273600 15.244
LC_IV_XV_V_VII_cen4 chr4_133_1267200_1276800 Recipient armR TELR4 InternalTEL 264000 17.207
LC_IV_XV_V_VII_cen4 chr4_134_1276800_1286400 Recipient armR TELR4 InternalTEL 254400 19.079
LC_IV_XV_V_VII_cen4 chr4_135_1286400_1296000 Recipient armR TELR4 InternalTEL 244800 20.963
LC_IV_XV_V_VII_cen4 chr4_136_1296000_1305600 Recipient armR TELR4 InternalTEL 235200 23.453
LC_IV_XV_V_VII_cen4 chr4_137_1305600_1315200 Recipient armR TELR4 InternalTEL 225600 26.034
LC_IV_XV_V_VII_cen4 chr4_138_1315200_1324800 Recipient armR TELR4 InternalTEL 216000 28.567
LC_IV_XV_V_VII_cen4 chr4_139_1324800_1334400 Recipient armR TELR4 InternalTEL 206400 31.739
LC_IV_XV_V_VII_cen4 chr4_140_1334400_1344000 Recipient armR TELR4 InternalTEL 196800 35.383
LC_IV_XV_V_VII_cen4 chr4_141_1344000_1353600 Recipient armR TELR4 InternalTEL 187200 38.619
LC_IV_XV_V_VII_cen4 chr4_142_1353600_1363200 Recipient armR TELR4 InternalTEL 177600 41.936
LC_IV_XV_V_VII_cen4 chr4_143_1363200_1372800 Recipient armR TELR4 InternalTEL 168000 45.059
LC_IV_XV_V_VII_cen4 chr4_144_1372800_1382400 Recipient armR TELR4 InternalTEL 158400 48.333
LC_IV_XV_V_VII_cen4 chr4_145_1382400_1392000 Recipient armR TELR4 InternalTEL 148800 52.251
LC_IV_XV_V_VII_cen4 chr4_146_1392000_1401600 Recipient armR TELR4 InternalTEL 139200 56.705
LC_IV_XV_V_VII_cen4 chr4_147_1401600_1411200 Recipient armR TELR4 InternalTEL 129600 61.518
LC_IV_XV_V_VII_cen4 chr4_148_1411200_1420800 Recipient armR TELR4 InternalTEL 120000 66.344
LC_IV_XV_V_VII_cen4 chr4_149_1420800_1430400 Recipient armR TELR4 InternalTEL 110400 71.899
LC_IV_XV_V_VII_cen4 chr4_150_1430400_1440000 Recipient armR TELR4 InternalTEL 100800 77.263
LC_IV_XV_V_VII_cen4 chr4_151_1440000_1449600 Recipient armR TELR4 InternalTEL 91200 83.738
LC_IV_XV_V_VII_cen4 chr4_152_1449600_1459200 Recipient armR TELR4 InternalTEL 81600 90.926
LC_IV_XV_V_VII_cen4 chr4_153_1459200_1468800 Recipient armR TELR4 InternalTEL 72000 99.517
LC_IV_XV_V_VII_cen4 chr4_154_1468800_1478400 Recipient armR TELR4 InternalTEL 62400 108.605
LC_IV_XV_V_VII_cen4 chr4_155_1478400_1488000 Recipient armR TELR4 InternalTEL 52800 117.826
LC_IV_XV_V_VII_cen4 chr4_156_1488000_1497600 Recipient armR TELR4 InternalTEL 43200 128.682
LC_IV_XV_V_VII_cen4 chr4_157_1497600_1507200 Recipient armR TELR4 InternalTEL 33600 141.162
LC_IV_XV_V_VII_cen4 chr4_158_1507200_1516800 Recipient armR TELR4 InternalTEL 24000 157.053
LC_IV_XV_V_VII_cen4 chr4_159_1516800_1526400 Recipient armR TELR4 InternalTEL 14400 178.728
LC_IV_XV_V_VII_cen4 chr4_160_1526400_1536000 Recipient armR TELR4 InternalTEL 4800 195.424
LC_IV_XV_V_VII_cen4 chr5_1_0_9600 NoFused armL TELL5 InternalTEL 4800 207.85
LC_IV_XV_V_VII_cen4 chr5_2_9600_19200 NoFused armL TELL5 InternalTEL 14400 189.965
LC_IV_XV_V_VII_cen4 chr5_3_19200_28800 NoFused armL TELL5 InternalTEL 24000 172.175
LC_IV_XV_V_VII_cen4 chr5_4_28800_38400 NoFused armL TELL5 InternalTEL 33600 161.946
LC_IV_XV_V_VII_cen4 chr5_5_38400_48000 NoFused armL TELL5 InternalTEL 43200 155.441
LC_IV_XV_V_VII_cen4 chr5_6_48000_57600 NoFused armL TELL5 InternalTEL 52800 151.729
LC_IV_XV_V_VII_cen4 chr5_7_57600_67200 NoFused armL TELL5 InternalTEL 62400 150.702
LC_IV_XV_V_VII_cen4 chr5_8_67200_76800 NoFused armL TELL5 InternalTEL 72000 152.021
LC_IV_XV_V_VII_cen4 chr5_9_76800_86400 NoFused armL CENTR5 InternalTEL 68800 154.233
LC_IV_XV_V_VII_cen4 chr5_10_86400_96000 NoFused armL CENTR5 InternalTEL 59200 157.783
LC_IV_XV_V_VII_cen4 chr5_11_96000_105600 NoFused armL CENTR5 InternalTEL 49600 163.043
LC_IV_XV_V_VII_cen4 chr5_12_105600_115200 NoFused armL CENTR5 InternalTEL 40000 169.707
LC_IV_XV_V_VII_cen4 chr5_13_115200_124800 NoFused armL CENTR5 InternalTEL 30400 177.603
LC_IV_XV_V_VII_cen4 chr5_14_124800_134400 NoFused armL CENTR5 InternalTEL 20800 187.265
LC_IV_XV_V_VII_cen4 chr5_15_134400_144000 NoFused armL CENTR5 InternalTEL 11200 196.655
LC_IV_XV_V_VII_cen4 chr5_16_144000_153600 NoFused armL CENTR5 InternalTEL 1600 201.436
LC_IV_XV_V_VII_cen4 chr5_17_153600_163200 NoFused armR CENTR5 InternalTEL 8000 191.236
LC_IV_XV_V_VII_cen4 chr5_18_163200_172800 NoFused armR CENTR5 InternalTEL 17600 171.724
LC_IV_XV_V_VII_cen4 chr5_19_172800_182400 NoFused armR CENTR5 InternalTEL 27200 151.138
LC_IV_XV_V_VII_cen4 chr5_20_182400_192000 NoFused armR CENTR5 InternalTEL 36800 131.847
LC_IV_XV_V_VII_cen4 chr5_21_192000_201600 NoFused armR CENTR5 InternalTEL 46400 114.369
LC_IV_XV_V_VII_cen4 chr5_22_201600_211200 NoFused armR CENTR5 InternalTEL 56000 98.226
LC_IV_XV_V_VII_cen4 chr5_23_211200_220800 NoFused armR CENTR5 InternalTEL 65600 83.497
LC_IV_XV_V_VII_cen4 chr5_24_220800_230400 NoFused armR CENTR5 InternalTEL 75200 69.778
LC_IV_XV_V_VII_cen4 chr5_25_230400_240000 NoFused armR CENTR5 InternalTEL 84800 58.325
LC_IV_XV_V_VII_cen4 chr5_26_240000_249600 NoFused armR CENTR5 InternalTEL 94400 48.309
LC_IV_XV_V_VII_cen4 chr5_27_249600_259200 NoFused armR CENTR5 InternalTEL 104000 39.965
LC_IV_XV_V_VII_cen4 chr5_28_259200_268800 NoFused armR CENTR5 InternalTEL 113600 32.738
LC_IV_XV_V_VII_cen4 chr5_29_268800_278400 NoFused armR CENTR5 InternalTEL 123200 26.331
LC_IV_XV_V_VII_cen4 chr5_30_278400_288000 NoFused armR CENTR5 InternalTEL 132800 21.037
LC_IV_XV_V_VII_cen4 chr5_31_288000_297600 NoFused armR CENTR5 InternalTEL 142400 18.026
LC_IV_XV_V_VII_cen4 chr5_32_297600_307200 NoFused armR CENTR5 InternalTEL 152000 15.83
LC_IV_XV_V_VII_cen4 chr5_33_307200_316800 NoFused armR CENTR5 InternalTEL 161600 13.991
LC_IV_XV_V_VII_cen4 chr5_34_316800_326400 NoFused armR CENTR5 InternalTEL 171200 12.92
LC_IV_XV_V_VII_cen4 chr5_35_326400_336000 NoFused armR CENTR5 InternalTEL 180800 13.237
LC_IV_XV_V_VII_cen4 chr5_36_336000_345600 NoFused armR CENTR5 InternalTEL 190400 14.308
LC_IV_XV_V_VII_cen4 chr5_37_345600_355200 NoFused armR CENTR5 InternalTEL 200000 15.193
LC_IV_XV_V_VII_cen4 chr5_38_355200_364800 NoFused armR CENTR5 InternalTEL 209600 16.833
LC_IV_XV_V_VII_cen4 chr5_39_364800_374400 NoFused armR TELR5 InternalTEL 206400 19.457
LC_IV_XV_V_VII_cen4 chr5_40_374400_384000 NoFused armR TELR5 InternalTEL 196800 21.784
LC_IV_XV_V_VII_cen4 chr5_41_384000_393600 NoFused armR TELR5 InternalTEL 187200 24.719
LC_IV_XV_V_VII_cen4 chr5_42_393600_403200 NoFused armR TELR5 InternalTEL 177600 28.744
LC_IV_XV_V_VII_cen4 chr5_43_403200_412800 NoFused armR TELR5 InternalTEL 168000 33.879
LC_IV_XV_V_VII_cen4 chr5_44_412800_422400 NoFused armR TELR5 InternalTEL 158400 38.723
LC_IV_XV_V_VII_cen4 chr5_45_422400_432000 NoFused armR TELR5 InternalTEL 148800 42.861
LC_IV_XV_V_VII_cen4 chr5_46_432000_441600 NoFused armR TELR5 InternalTEL 139200 46.959
LC_IV_XV_V_VII_cen4 chr5_47_441600_451200 NoFused armR TELR5 InternalTEL 129600 51.832
LC_IV_XV_V_VII_cen4 chr5_48_451200_460800 NoFused armR TELR5 InternalTEL 120000 57.94
LC_IV_XV_V_VII_cen4 chr5_49_460800_470400 NoFused armR TELR5 InternalTEL 110400 64.994
LC_IV_XV_V_VII_cen4 chr5_50_470400_480000 NoFused armR TELR5 InternalTEL 100800 72.319
LC_IV_XV_V_VII_cen4 chr5_51_480000_489600 NoFused armR TELR5 InternalTEL 91200 79.767
LC_IV_XV_V_VII_cen4 chr5_52_489600_499200 NoFused armR TELR5 InternalTEL 81600 88.292
LC_IV_XV_V_VII_cen4 chr5_53_499200_508800 NoFused armR TELR5 InternalTEL 72000 96.901
LC_IV_XV_V_VII_cen4 chr5_54_508800_518400 NoFused armR TELR5 InternalTEL 62400 105.898
LC_IV_XV_V_VII_cen4 chr5_55_518400_528000 NoFused armR TELR5 InternalTEL 52800 115.401
LC_IV_XV_V_VII_cen4 chr5_56_528000_537600 NoFused armR TELR5 InternalTEL 43200 124.832
LC_IV_XV_V_VII_cen4 chr5_57_537600_547200 NoFused armR TELR5 InternalTEL 33600 136.587
LC_IV_XV_V_VII_cen4 chr5_58_547200_556800 NoFused armR TELR5 InternalTEL 24000 151.394
LC_IV_XV_V_VII_cen4 chr5_59_556800_566400 NoFused armR TELR5 InternalTEL 14400 172.716
LC_IV_XV_V_VII_cen4 chr5_60_566400_576000 NoFused armR TELR5 InternalTEL 4800 192.98
LC_IV_XV_V_VII_cen4 chr6_1_0_9600 NoFused armL TELL6 TerminalTEL 4800 5.811
LC_IV_XV_V_VII_cen4 chr6_2_9600_19200 NoFused armL TELL6 TerminalTEL 14400 6.729
LC_IV_XV_V_VII_cen4 chr6_3_19200_28800 NoFused armL TELL6 TerminalTEL 24000 7.276
LC_IV_XV_V_VII_cen4 chr6_4_28800_38400 NoFused armL TELL6 TerminalTEL 33600 7.827
LC_IV_XV_V_VII_cen4 chr6_5_38400_48000 NoFused armL TELL6 TerminalTEL 43200 8.108
LC_IV_XV_V_VII_cen4 chr6_6_48000_57600 NoFused armL TELL6 TerminalTEL 52800 8.376
LC_IV_XV_V_VII_cen4 chr6_7_57600_67200 NoFused armL TELL6 TerminalTEL 62400 8.013
LC_IV_XV_V_VII_cen4 chr6_8_67200_76800 NoFused armL TELL6 TerminalTEL 72000 8.115
LC_IV_XV_V_VII_cen4 chr6_9_76800_86400 NoFused armL CENTR6 TerminalTEL 65600 7.635
LC_IV_XV_V_VII_cen4 chr6_10_86400_96000 NoFused armL CENTR6 TerminalTEL 56000 8.011
LC_IV_XV_V_VII_cen4 chr6_11_96000_105600 NoFused armL CENTR6 TerminalTEL 46400 8.614
LC_IV_XV_V_VII_cen4 chr6_12_105600_115200 NoFused armL CENTR6 TerminalTEL 36800 8.49
LC_IV_XV_V_VII_cen4 chr6_13_115200_124800 NoFused armL CENTR6 TerminalTEL 27200 7.92
LC_IV_XV_V_VII_cen4 chr6_14_124800_134400 NoFused armL CENTR6 TerminalTEL 17600 7.11
LC_IV_XV_V_VII_cen4 chr6_15_134400_144000 NoFused armL CENTR6 TerminalTEL 8000 6.389
LC_IV_XV_V_VII_cen4 chr6_16_144000_153600 NoFused armR CENTR6 TerminalTEL 1600 6.143
LC_IV_XV_V_VII_cen4 chr6_17_153600_163200 NoFused armR CENTR6 TerminalTEL 11200 6.845
LC_IV_XV_V_VII_cen4 chr6_18_163200_172800 NoFused armR CENTR6 TerminalTEL 20800 7.06
LC_IV_XV_V_VII_cen4 chr6_19_172800_182400 NoFused armR CENTR6 TerminalTEL 30400 6.486
LC_IV_XV_V_VII_cen4 chr6_20_182400_192000 NoFused armR CENTR6 TerminalTEL 40000 5.749
LC_IV_XV_V_VII_cen4 chr6_21_192000_201600 NoFused armR CENTR6 TerminalTEL 49600 4.924
LC_IV_XV_V_VII_cen4 chr6_22_201600_211200 NoFused armR CENTR6 TerminalTEL 59200 4.289
LC_IV_XV_V_VII_cen4 chr6_23_211200_220800 NoFused armR TELR6 TerminalTEL 52800 2.773
LC_IV_XV_V_VII_cen4 chr6_24_220800_230400 NoFused armR TELR6 TerminalTEL 43200 1.641
LC_IV_XV_V_VII_cen4 chr6_25_230400_240000 NoFused armR TELR6 TerminalTEL 33600 1.024
LC_IV_XV_V_VII_cen4 chr6_26_240000_249600 NoFused armR TELR6 TerminalTEL 24000 2.545
LC_IV_XV_V_VII_cen4 chr6_27_249600_259200 NoFused armR TELR6 TerminalTEL 14400 3.745
LC_IV_XV_V_VII_cen4 chr6_28_259200_268800 NoFused armR TELR6 TerminalTEL 4800 2.697
LC_IV_XV_V_VII_cen4 chr7_1_0_9600 Donor armL TELL7 TerminalTEL 4800 -11.677
LC_IV_XV_V_VII_cen4 chr7_2_9600_19200 Donor armL TELL7 TerminalTEL 14400 -11.771
LC_IV_XV_V_VII_cen4 chr7_3_19200_28800 Donor armL TELL7 TerminalTEL 24000 -12.926
LC_IV_XV_V_VII_cen4 chr7_4_28800_38400 Donor armL TELL7 TerminalTEL 33600 -14.517
LC_IV_XV_V_VII_cen4 chr7_5_38400_48000 Donor armL TELL7 TerminalTEL 43200 -15.798
LC_IV_XV_V_VII_cen4 chr7_6_48000_57600 Donor armL TELL7 TerminalTEL 52800 -17.117
LC_IV_XV_V_VII_cen4 chr7_7_57600_67200 Donor armL TELL7 TerminalTEL 62400 -19.039
LC_IV_XV_V_VII_cen4 chr7_8_67200_76800 Donor armL TELL7 TerminalTEL 72000 -20.464
LC_IV_XV_V_VII_cen4 chr7_9_76800_86400 Donor armL TELL7 TerminalTEL 81600 -21.686
LC_IV_XV_V_VII_cen4 chr7_10_86400_96000 Donor armL TELL7 TerminalTEL 91200 -23.444
LC_IV_XV_V_VII_cen4 chr7_11_96000_105600 Donor armL TELL7 TerminalTEL 100800 -25.655
LC_IV_XV_V_VII_cen4 chr7_12_105600_115200 Donor armL TELL7 TerminalTEL 110400 -27.638
LC_IV_XV_V_VII_cen4 chr7_13_115200_124800 Donor armL TELL7 TerminalTEL 120000 -29.287
LC_IV_XV_V_VII_cen4 chr7_14_124800_134400 Donor armL TELL7 TerminalTEL 129600 -30.831
LC_IV_XV_V_VII_cen4 chr7_15_134400_144000 Donor armL TELL7 TerminalTEL 139200 -32.228
LC_IV_XV_V_VII_cen4 chr7_16_144000_153600 Donor armL TELL7 TerminalTEL 148800 -34.624
LC_IV_XV_V_VII_cen4 chr7_17_153600_163200 Donor armL TELL7 TerminalTEL 158400 -37.45
LC_IV_XV_V_VII_cen4 chr7_18_163200_172800 Donor armL TELL7 TerminalTEL 168000 -39.814
LC_IV_XV_V_VII_cen4 chr7_19_172800_182400 Donor armL TELL7 TerminalTEL 177600 -41.92
LC_IV_XV_V_VII_cen4 chr7_20_182400_192000 Donor armL TELL7 TerminalTEL 187200 -44.46
LC_IV_XV_V_VII_cen4 chr7_21_192000_201600 Donor armL TELL7 TerminalTEL 196800 -46.227
LC_IV_XV_V_VII_cen4 chr7_22_201600_211200 Donor armL TELL7 TerminalTEL 206400 -47.352
LC_IV_XV_V_VII_cen4 chr7_23_211200_220800 Donor armL TELL7 TerminalTEL 216000 -48.387
LC_IV_XV_V_VII_cen4 chr7_24_220800_230400 Donor armL TELL7 TerminalTEL 225600 -50.166
LC_IV_XV_V_VII_cen4 chr7_25_230400_240000 Donor armL TELL7 TerminalTEL 235200 -52.486
LC_IV_XV_V_VII_cen4 chr7_26_240000_249600 Donor armL TELL7 TerminalTEL 244800 -54.79
LC_IV_XV_V_VII_cen4 chr7_27_249600_259200 Donor armL CENTR7 TerminalTEL 238400 -56.351
LC_IV_XV_V_VII_cen4 chr7_28_259200_268800 Donor armL CENTR7 TerminalTEL 228800 -56.988
LC_IV_XV_V_VII_cen4 chr7_29_268800_278400 Donor armL CENTR7 TerminalTEL 219200 -57.789
LC_IV_XV_V_VII_cen4 chr7_30_278400_288000 Donor armL CENTR7 TerminalTEL 209600 -58.274
LC_IV_XV_V_VII_cen4 chr7_31_288000_297600 Donor armL CENTR7 TerminalTEL 200000 -57.517
LC_IV_XV_V_VII_cen4 chr7_32_297600_307200 Donor armL CENTR7 TerminalTEL 190400 -56.947
LC_IV_XV_V_VII_cen4 chr7_33_307200_316800 Donor armL CENTR7 TerminalTEL 180800 -56.208
LC_IV_XV_V_VII_cen4 chr7_34_316800_326400 Donor armL CENTR7 TerminalTEL 171200 -54.976
LC_IV_XV_V_VII_cen4 chr7_35_326400_336000 Donor armL CENTR7 TerminalTEL 161600 -53.141
LC_IV_XV_V_VII_cen4 chr7_36_336000_345600 Donor armL CENTR7 TerminalTEL 152000 -50.216
LC_IV_XV_V_VII_cen4 chr7_37_345600_355200 Donor armL CENTR7 TerminalTEL 142400 -46.457
LC_IV_XV_V_VII_cen4 chr7_38_355200_364800 Donor armL CENTR7 TerminalTEL 132800 -41.443
LC_IV_XV_V_VII_cen4 chr7_39_364800_374400 Donor armL CENTR7 TerminalTEL 123200 -35.52
LC_IV_XV_V_VII_cen4 chr7_40_374400_384000 Donor armL CENTR7 TerminalTEL 113600 -28.995
LC_IV_XV_V_VII_cen4 chr7_41_384000_393600 Donor armL CENTR7 TerminalTEL 104000 -21.377
LC_IV_XV_V_VII_cen4 chr7_42_393600_403200 Donor armL CENTR7 TerminalTEL 94400 -12.319
LC_IV_XV_V_VII_cen4 chr7_43_403200_412800 Donor armL CENTR7 TerminalTEL 84800 -2.373
LC_IV_XV_V_VII_cen4 chr7_44_412800_422400 Donor armL CENTR7 TerminalTEL 75200 9.701
LC_IV_XV_V_VII_cen4 chr7_45_422400_432000 Donor armL CENTR7 TerminalTEL 65600 24.159
LC_IV_XV_V_VII_cen4 chr7_46_432000_441600 Donor armL CENTR7 TerminalTEL 56000 39.581
LC_IV_XV_V_VII_cen4 chr7_47_441600_451200 Donor armL CENTR7 TerminalTEL 46400 56.321
LC_IV_XV_V_VII_cen4 chr7_48_451200_460800 Donor armL CENTR7 TerminalTEL 36800 74.711
LC_IV_XV_V_VII_cen4 chr7_49_460800_470400 Donor armL CENTR7 TerminalTEL 27200 94.717
LC_IV_XV_V_VII_cen4 chr7_50_470400_480000 Donor armL CENTR7 TerminalTEL 17600 115.838
LC_IV_XV_V_VII_cen4 chr7_51_480000_489600 Donor armL CENTR7 TerminalTEL 8000 137.053
LC_IV_XV_V_VII_cen4 chr7_52_489600_499200 Donor armR CENTR7 InternalTEL 1600 150.319
LC_IV_XV_V_VII_cen4 chr7_53_499200_508800 Donor armR CENTR7 InternalTEL 11200 138.014
LC_IV_XV_V_VII_cen4 chr7_54_508800_518400 Donor armR CENTR7 InternalTEL 20800 117.763
LC_IV_XV_V_VII_cen4 chr7_55_518400_528000 Donor armR CENTR7 InternalTEL 30400 96.753
LC_IV_XV_V_VII_cen4 chr7_56_528000_537600 Donor armR CENTR7 InternalTEL 40000 77.511
LC_IV_XV_V_VII_cen4 chr7_57_537600_547200 Donor armR CENTR7 InternalTEL 49600 59.519
LC_IV_XV_V_VII_cen4 chr7_58_547200_556800 Donor armR CENTR7 InternalTEL 59200 43.461
LC_IV_XV_V_VII_cen4 chr7_59_556800_566400 Donor armR CENTR7 InternalTEL 68800 29.527
LC_IV_XV_V_VII_cen4 chr7_60_566400_576000 Donor armR CENTR7 InternalTEL 78400 17.906
LC_IV_XV_V_VII_cen4 chr7_61_576000_585600 Donor armR CENTR7 InternalTEL 88000 7.275
LC_IV_XV_V_VII_cen4 chr7_62_585600_595200 Donor armR CENTR7 InternalTEL 97600 -2.569
LC_IV_XV_V_VII_cen4 chr7_63_595200_604800 Donor armR CENTR7 InternalTEL 107200 -10.972
LC_IV_XV_V_VII_cen4 chr7_64_604800_614400 Donor armR CENTR7 InternalTEL 116800 -18.501
